age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,GFCF CF,GFCF Gower
27.0,2.0,660870.0,9.0,13.0,4.0,9.0,1.0,0.0,1.0,0.0,0.0,60.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.071
44.0,5.0,296326.0,9.0,13.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.071
32.0,4.0,337696.0,15.0,10.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
26.0,2.0,337940.0,4.0,3.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,40.0,25.0,"['capital-gain: 9830.0', 'hours-per-week: 5.0', 'educational-num: 3.0']",0.05
18.0,4.0,454950.0,15.0,10.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
31.0,2.0,433788.0,15.0,10.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
42.0,2.0,297335.0,7.0,12.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,31.0,24.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.093
17.0,2.0,313444.0,2.0,8.0,4.0,11.0,3.0,0.0,1.0,0.0,0.0,20.0,38.0,,inf
28.0,2.0,410351.0,15.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,30.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
20.0,2.0,303565.0,15.0,10.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,40.0,10.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
22.0,2.0,362589.0,7.0,12.0,4.0,11.0,1.0,0.0,1.0,0.0,0.0,15.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.093
38.0,2.0,299810.0,11.0,9.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
47.0,1.0,336274.0,11.0,9.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
43.0,2.0,373403.0,8.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.115
20.0,2.0,291407.0,1.0,7.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.059
52.0,2.0,416129.0,13.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,40.0,7.0,"['capital-gain: 9830.0', 'hours-per-week: 5.0', 'educational-num: 3.0']",0.094
21.0,2.0,348092.0,11.0,9.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,40.0,13.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
23.0,2.0,408988.0,15.0,10.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,38.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
23.0,2.0,343019.0,0.0,6.0,4.0,7.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.082
23.0,2.0,359759.0,11.0,9.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,40.0,29.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
36.0,1.0,382635.0,9.0,13.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,35.0,15.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.071
34.0,2.0,344073.0,11.0,9.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
24.0,2.0,303296.0,15.0,10.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,40.0,24.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
61.0,2.0,477209.0,5.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,54.0,38.0,"['capital-gain: 9830.0', 'hours-per-week: 5.0', 'educational-num: 3.0']",0.072
33.0,1.0,557359.0,11.0,9.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
36.0,2.0,301227.0,4.0,3.0,5.0,8.0,4.0,1.0,1.0,0.0,0.0,35.0,25.0,"['capital-gain: 9830.0', 'hours-per-week: 5.0', 'educational-num: 3.0']",0.05
17.0,2.0,413557.0,1.0,7.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,32.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.059
21.0,2.0,301199.0,15.0,10.0,4.0,6.0,3.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
28.0,2.0,451742.0,11.0,9.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
20.0,1.0,312427.0,11.0,9.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,30.0,32.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
23.0,2.0,345577.0,9.0,13.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,46.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.071
36.0,2.0,473547.0,11.0,9.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,30.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
29.0,2.0,337953.0,11.0,9.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
18.0,2.0,391585.0,11.0,9.0,4.0,6.0,2.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
57.0,2.0,329792.0,5.0,4.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,75.0,38.0,"['capital-gain: 9830.0', 'hours-per-week: 5.0', 'educational-num: 3.0']",0.072
36.0,2.0,389725.0,15.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
24.0,2.0,314165.0,15.0,10.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,20.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
59.0,2.0,656036.0,9.0,13.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,60.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.071
22.0,2.0,369084.0,15.0,10.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
29.0,2.0,425830.0,7.0,12.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.093
29.0,2.0,340534.0,11.0,9.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,44.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
37.0,2.0,295127.0,15.0,10.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,47.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
74.0,4.0,392886.0,11.0,9.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,14.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
28.0,2.0,480861.0,11.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,45.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
50.0,2.0,330543.0,13.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,40.0,25.0,"['capital-gain: 9830.0', 'hours-per-week: 5.0', 'educational-num: 3.0']",0.094
32.0,5.0,317647.0,11.0,9.0,4.0,13.0,3.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
24.0,2.0,461678.0,15.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
42.0,2.0,318255.0,11.0,9.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
25.0,2.0,405281.0,15.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
47.0,2.0,431245.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9830.0', 'hours-per-week: 5.0', 'educational-num: 3.0']",0.072
38.0,4.0,344480.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,4064.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
22.0,2.0,369549.0,15.0,10.0,4.0,7.0,1.0,1.0,1.0,0.0,0.0,30.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
21.0,2.0,321426.0,15.0,10.0,4.0,11.0,4.0,0.0,1.0,0.0,0.0,49.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
29.0,1.0,302422.0,8.0,11.0,4.0,10.0,1.0,0.0,0.0,0.0,1564.0,56.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.115
38.0,5.0,364958.0,11.0,9.0,2.0,0.0,0.0,0.0,0.0,3464.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
58.0,2.0,314153.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
38.0,2.0,391040.0,8.0,11.0,5.0,12.0,4.0,0.0,1.0,0.0,0.0,20.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.115
53.0,1.0,324021.0,15.0,10.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
29.0,2.0,334096.0,11.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,25.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
38.0,2.0,435638.0,15.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0,1876.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
52.0,2.0,312446.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
53.0,2.0,361405.0,11.0,9.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
37.0,2.0,359796.0,15.0,10.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
32.0,2.0,303942.0,11.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
26.0,2.0,389856.0,11.0,9.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
30.0,1.0,346122.0,7.0,12.0,2.0,10.0,0.0,0.0,0.0,5013.0,0.0,45.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.093
38.0,1.0,329980.0,11.0,9.0,4.0,2.0,1.0,0.0,0.0,0.0,1876.0,40.0,1.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
30.0,2.0,415266.0,11.0,9.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
23.0,2.0,329174.0,11.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
22.0,2.0,361608.0,11.0,9.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
34.0,2.0,421200.0,11.0,9.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
90.0,2.0,313749.0,9.0,13.0,4.0,9.0,3.0,0.0,1.0,0.0,0.0,10.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.071
31.0,2.0,295922.0,15.0,10.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
24.0,2.0,396099.0,15.0,10.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
24.0,2.0,295073.0,11.0,9.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,50.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
40.0,4.0,814850.0,6.0,5.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,20.0,38.0,"['capital-gain: 9830.0', 'hours-per-week: 5.0', 'educational-num: 3.0']",0.094
21.0,2.0,654141.0,11.0,9.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,32.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
52.0,2.0,374883.0,8.0,11.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,50.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.115
30.0,2.0,339773.0,11.0,9.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,45.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
47.0,2.0,365516.0,12.0,14.0,0.0,9.0,4.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.049
50.0,2.0,421132.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
58.0,2.0,407138.0,5.0,4.0,2.0,6.0,0.0,0.0,0.0,2936.0,0.0,50.0,25.0,"['capital-gain: 9830.0', 'hours-per-week: 5.0', 'educational-num: 3.0']",0.072
73.0,2.0,573446.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
25.0,1.0,348986.0,11.0,9.0,4.0,5.0,2.0,1.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
17.0,2.0,321880.0,0.0,6.0,4.0,7.0,3.0,1.0,0.0,0.0,0.0,15.0,38.0,,inf
19.0,2.0,389942.0,11.0,9.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
26.0,3.0,384276.0,15.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,60.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
72.0,4.0,298945.0,9.0,13.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.071
42.0,2.0,478373.0,7.0,12.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.093
23.0,2.0,406641.0,15.0,10.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,18.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
40.0,0.0,346532.0,15.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
35.0,2.0,397307.0,12.0,14.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,55.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.049
58.0,2.0,293399.0,1.0,7.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.059
35.0,2.0,393673.0,15.0,10.0,4.0,12.0,2.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
33.0,2.0,547886.0,9.0,13.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.071
38.0,4.0,423616.0,11.0,9.0,2.0,11.0,5.0,0.0,1.0,0.0,0.0,24.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
31.0,2.0,348491.0,9.0,13.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.071
43.0,2.0,412379.0,15.0,10.0,4.0,7.0,4.0,0.0,1.0,0.0,0.0,28.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
38.0,2.0,357173.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
40.0,2.0,382499.0,11.0,9.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,50.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
57.0,2.0,322691.0,8.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.115
30.0,2.0,633742.0,15.0,10.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,45.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
31.0,2.0,397467.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
42.0,2.0,360879.0,15.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
39.0,2.0,352188.0,9.0,13.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.071
21.0,2.0,447488.0,4.0,3.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,38.0,25.0,"['capital-gain: 9830.0', 'hours-per-week: 5.0', 'educational-num: 3.0']",0.05
29.0,2.0,308944.0,11.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
27.0,2.0,302422.0,15.0,10.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
37.0,4.0,377798.0,15.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,50.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
30.0,2.0,399522.0,1.0,7.0,3.0,5.0,4.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.059
44.0,2.0,344920.0,9.0,13.0,4.0,0.0,1.0,0.0,1.0,0.0,1617.0,20.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.071
34.0,2.0,443546.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
38.0,2.0,363395.0,15.0,10.0,4.0,11.0,4.0,1.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
25.0,2.0,410009.0,15.0,10.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
53.0,2.0,309466.0,11.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
55.0,2.0,353881.0,5.0,4.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,"['capital-gain: 9830.0', 'hours-per-week: 5.0', 'educational-num: 3.0']",0.072
26.0,4.0,334267.0,15.0,10.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
51.0,0.0,321494.0,11.0,9.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
25.0,2.0,297154.0,11.0,9.0,2.0,5.0,0.0,0.0,0.0,2407.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
35.0,2.0,350169.0,11.0,9.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,38.0,23.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
42.0,4.0,373403.0,11.0,9.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
42.0,2.0,445382.0,7.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.093
55.0,2.0,327406.0,15.0,10.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,65.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
37.0,2.0,635913.0,9.0,13.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,60.0,38.0,"['capital-gain: 7445.0', 'hours-per-week: 7.0', 'educational-num: 14.0']",0.071
43.0,2.0,328570.0,15.0,10.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,38.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.126
29.0,2.0,301031.0,11.0,9.0,2.0,13.0,0.0,1.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 9671.0', 'hours-per-week: 8.0', 'educational-num: 7.0']",0.104
