age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
28,0,183151,7,12,2,0,0,0,0,0,0,60,38
29,2,168479,12,14,4,11,1,0,0,0,0,40,38
34,2,201156,1,7,4,2,1,0,1,0,0,30,38
35,2,170617,11,9,4,6,4,1,1,0,0,48,38
76,2,204113,11,9,6,10,1,0,1,7896,0,18,38
30,2,262994,15,10,0,2,1,1,0,0,0,40,38
47,1,154033,15,10,0,9,1,0,1,0,1876,40,38
52,2,259583,11,9,2,0,0,0,0,0,0,40,38
34,2,226385,12,14,0,3,4,1,1,0,0,40,38
54,2,229272,11,9,2,2,0,1,0,0,0,40,38
64,5,269512,9,13,0,12,1,0,0,0,0,40,38
57,2,176079,12,14,0,9,1,0,1,0,0,40,38
17,2,221129,6,5,2,7,0,0,0,0,0,40,38
40,5,175304,15,10,0,11,1,0,1,0,0,40,38
17,2,163494,0,6,4,11,3,0,0,0,0,30,38
39,4,211785,11,9,4,2,3,1,1,0,0,20,38
31,4,226624,6,5,2,2,0,0,0,0,0,60,38
46,2,153328,15,10,4,5,4,1,1,0,0,40,38
20,2,254547,11,9,4,0,1,1,1,0,0,35,27
28,2,197905,11,9,2,2,0,0,0,0,0,50,38
42,3,282069,11,9,2,2,0,0,0,0,0,40,38
18,2,194059,2,8,4,0,3,0,0,0,0,40,38
20,2,161708,15,10,4,11,3,0,1,0,0,35,38
66,4,262552,15,10,2,4,0,0,0,0,0,7,38
20,3,168165,15,10,2,6,0,0,0,0,0,40,38
29,2,240738,11,9,2,9,0,0,0,0,0,40,38
47,1,165822,15,10,0,13,4,0,0,0,0,40,38
25,2,235218,9,13,4,3,3,0,1,0,0,40,38
28,2,209109,11,9,4,2,3,0,0,0,0,50,38
56,2,235136,5,4,2,0,0,0,0,0,0,40,5
45,2,185437,7,12,0,2,1,0,1,0,0,55,38
31,2,208881,15,10,2,2,0,0,0,0,0,40,38
29,4,160786,0,6,2,2,0,0,0,0,0,35,38
33,2,286675,1,7,2,2,0,0,0,0,0,40,38
18,2,262118,15,10,4,0,3,1,1,0,0,22,10
47,4,249585,15,10,2,2,0,0,0,0,0,30,38
28,2,172891,11,9,2,4,0,0,0,0,0,50,38
43,2,253759,11,9,0,0,4,1,1,0,0,45,38
31,2,208798,11,9,2,2,0,0,0,0,0,40,38
64,2,271094,9,13,0,9,1,0,1,0,0,20,38
24,4,267396,9,13,4,11,1,0,0,0,0,40,38
33,2,183125,11,9,4,11,1,0,1,0,0,45,38
30,1,177828,9,13,5,9,1,0,0,0,0,40,38
27,2,198188,11,9,2,0,0,0,0,2580,0,45,38
66,2,207917,5,4,2,7,0,1,0,1797,0,20,38
37,2,182148,9,13,4,7,1,0,0,0,0,39,38
43,2,191149,11,9,0,3,1,0,1,0,0,40,38
33,1,189145,9,13,4,9,1,0,1,0,0,20,38
39,2,153949,11,9,2,7,0,0,0,0,0,30,38
37,5,191779,15,10,2,2,0,0,0,0,0,40,38
23,1,238384,11,9,4,0,3,0,1,0,0,40,38
18,1,243240,15,10,4,7,3,0,0,0,0,15,38
21,2,175800,11,9,4,9,4,0,1,0,0,55,38
23,2,174626,11,9,4,5,3,0,0,0,0,25,38
51,1,230767,7,12,4,0,1,0,0,0,0,38,4
47,2,285200,11,9,2,2,0,0,0,0,0,40,38
39,2,290922,12,14,4,9,3,0,1,0,0,40,38
32,2,187901,8,11,4,3,1,0,1,0,0,23,38
23,2,239322,11,9,0,11,1,0,0,0,0,40,38
23,2,262744,15,10,4,0,3,0,0,0,0,40,38
34,2,212064,11,9,5,0,4,0,1,7443,0,35,38
33,2,159929,11,9,2,2,0,0,0,0,0,40,38
23,2,259109,7,12,2,7,5,0,1,0,0,40,32
42,4,170721,11,9,2,2,0,0,0,0,2002,40,38
21,2,253190,11,9,4,7,3,0,0,0,0,40,38
21,2,165107,15,10,4,8,3,0,1,0,0,40,38
26,2,206600,9,13,4,2,3,0,0,0,0,40,25
25,2,210794,15,10,4,6,3,0,1,0,0,40,38
52,2,282674,11,9,2,13,0,1,0,0,0,40,38
32,2,235847,15,10,4,3,2,0,1,0,0,50,38
44,2,271756,11,9,2,0,0,1,0,0,0,40,38
60,2,162947,4,3,0,6,1,0,1,0,0,40,32
28,2,213081,1,7,4,7,1,1,1,0,0,40,22
30,2,226535,11,9,4,13,1,0,0,4865,0,40,38
31,2,258849,8,11,4,0,4,1,1,0,0,40,38
24,2,174413,8,11,2,0,5,0,1,0,0,40,38
35,2,215323,8,11,0,7,4,0,1,0,0,35,38
90,2,197613,11,9,4,0,1,0,1,0,0,40,38
56,2,174744,11,9,2,7,0,0,0,0,0,40,38
47,2,173271,11,9,0,0,4,0,1,0,0,40,38
53,2,157229,7,12,2,11,5,1,1,0,0,40,18
59,2,179594,11,9,2,11,0,0,0,0,0,40,38
71,4,163293,14,15,2,4,0,0,0,0,0,2,38
23,2,203139,15,10,4,7,2,0,1,0,0,40,38
24,2,275421,8,11,4,6,3,0,1,0,0,40,38
42,2,222884,9,13,4,3,1,0,0,0,0,55,38
35,2,241998,11,9,4,5,1,0,0,0,0,30,38
25,2,222089,11,9,4,7,4,1,1,0,0,40,36
50,2,256861,11,9,2,11,0,0,0,0,0,80,38
18,2,230215,15,10,4,7,3,0,0,0,0,30,38
63,2,187635,11,9,4,3,1,0,0,0,0,40,38
27,2,198197,9,13,4,12,1,0,0,0,0,45,38
41,2,160785,8,11,2,3,0,0,0,0,0,40,38
47,2,167159,11,9,0,6,1,0,0,4650,0,40,38
21,2,194096,15,10,4,7,3,0,1,0,0,40,38
51,2,158508,15,10,0,3,1,0,1,0,0,36,38
52,5,216342,9,13,6,3,4,0,1,0,0,55,38
31,2,193477,11,9,2,2,0,0,0,0,0,55,38
45,2,176341,11,9,0,7,4,0,1,0,0,32,38
55,2,183884,11,9,0,2,1,0,0,0,0,45,38
46,2,230806,15,10,4,3,1,0,1,0,0,40,38
35,2,237091,11,9,2,8,2,0,1,0,0,20,3
31,2,177675,15,10,2,11,0,0,0,0,0,60,38
33,2,224141,11,9,2,7,0,0,0,0,0,40,38
41,0,275366,15,10,2,7,0,0,0,0,0,40,38
42,2,159911,11,9,2,7,5,0,1,0,0,24,38
25,2,257910,9,13,4,9,1,0,0,0,0,45,38
37,2,166339,15,10,0,12,4,0,1,0,0,40,38
36,2,206521,11,9,4,6,1,0,0,0,0,40,38
20,2,153516,15,10,4,0,3,0,0,0,0,30,38
24,5,249385,9,13,4,0,2,0,1,0,0,10,38
24,0,210736,11,9,4,0,1,0,1,0,1974,40,38
51,2,256051,1,7,2,13,0,1,0,0,1628,40,38
26,2,203492,11,9,0,2,1,0,0,0,0,40,38
55,2,200327,11,9,2,0,5,0,1,0,0,18,38
40,2,225823,15,10,0,2,1,0,0,0,0,60,38
32,1,190228,11,9,2,7,0,0,0,0,0,40,38
32,2,167106,11,9,2,11,0,1,0,0,0,40,16
19,2,196119,11,9,4,11,3,0,1,0,0,35,38
22,2,155362,11,9,4,11,3,0,1,0,0,35,38
38,2,210844,15,10,2,2,0,0,0,0,2042,40,3
47,2,213304,4,3,5,7,4,0,1,0,0,40,7
71,2,258126,6,5,2,10,0,0,0,0,0,39,4
45,3,179030,9,13,2,7,2,1,1,0,0,35,34
27,2,215873,11,9,4,6,3,1,0,0,0,40,38
52,2,256916,11,9,2,3,0,0,0,0,0,40,38
18,5,272918,11,9,4,0,3,1,0,0,0,15,38
29,2,250967,8,11,2,9,0,0,0,0,0,40,38
27,2,183523,15,10,2,13,0,0,0,0,0,40,38
28,4,160786,11,9,4,2,3,0,0,0,0,40,38
64,2,174826,11,9,0,6,1,0,1,0,0,40,38
40,2,232820,8,11,0,3,4,1,1,0,0,40,38
24,2,161092,9,13,4,3,3,0,0,0,0,40,38
20,1,186213,15,10,4,9,3,0,0,0,0,38,38
49,2,191277,8,11,0,2,3,0,0,0,0,30,36
21,3,153516,15,10,4,2,3,0,0,0,0,40,38
23,2,149704,11,9,4,0,3,0,1,0,0,40,38
61,2,273803,11,9,2,2,0,0,0,0,0,40,38
33,2,241697,15,10,3,11,4,1,0,0,1602,40,38
22,2,180190,15,10,4,2,1,0,0,0,0,40,38
27,2,221912,11,9,4,5,3,0,0,0,0,40,38
26,2,196866,11,9,4,11,1,0,1,0,0,38,38
20,2,236592,1,7,4,11,3,0,1,0,0,25,38
51,2,253357,11,9,2,2,0,0,0,0,0,40,38
29,0,157313,8,11,4,9,1,0,1,0,0,40,38
28,2,154571,15,10,2,3,0,1,0,0,0,40,29
68,4,166083,11,9,2,3,0,0,0,0,0,40,38
39,2,186420,11,9,0,0,1,0,1,0,0,40,38
30,5,252818,15,10,4,9,1,0,1,0,0,40,38
67,2,192995,11,9,6,0,4,0,1,6723,0,40,38
23,2,204141,15,10,4,0,3,0,0,0,0,40,38
35,2,267891,11,9,2,7,5,0,1,0,0,38,38
24,2,258120,9,13,4,11,1,0,0,0,0,55,22
24,2,165107,8,11,2,0,5,0,1,0,0,40,38
27,2,204098,0,6,4,2,1,0,0,0,0,30,38
41,2,194710,11,9,4,3,1,0,1,0,0,40,38
56,1,238405,11,9,6,0,1,0,1,0,0,40,38
63,2,170815,15,10,2,9,0,0,0,0,0,38,38
25,2,180212,11,9,4,0,4,1,1,0,0,40,38
27,2,244402,7,12,4,3,1,0,1,0,0,40,38
31,2,159187,15,10,2,2,0,0,0,0,0,40,38
18,2,257980,11,9,4,6,1,0,0,0,0,40,38
53,2,149784,11,9,2,6,0,0,0,0,0,40,38
21,2,226668,8,11,4,2,1,1,0,0,0,40,38
28,2,204516,0,6,4,13,1,0,0,0,0,45,38
18,2,187790,11,9,4,0,3,0,1,0,0,40,38
24,2,215890,11,9,2,0,0,0,0,0,0,40,38
33,1,224185,11,9,2,2,0,0,0,0,0,40,38
24,2,182342,11,9,4,5,1,0,0,0,0,40,38
19,2,214678,11,9,4,7,3,0,0,0,0,30,38
34,2,169583,12,14,4,3,1,0,1,0,0,50,38
21,2,164019,15,10,4,4,3,1,0,0,0,10,38
26,2,183077,8,11,4,0,3,0,1,0,0,40,38
58,2,153551,11,9,0,11,4,0,1,0,0,23,38
51,2,251487,5,4,6,6,1,1,1,0,0,40,38
23,2,287681,11,9,4,2,3,0,0,0,0,40,3
43,2,186188,15,10,0,3,4,0,1,0,0,45,19
36,1,174640,8,11,4,10,1,1,1,0,0,60,38
27,2,209085,11,9,4,11,2,0,0,0,0,45,38
54,4,155496,15,10,4,7,4,0,1,2176,0,40,38
59,2,226922,11,9,0,11,4,0,1,0,1762,30,38
34,2,202210,11,9,4,7,4,1,1,0,0,40,38
23,2,205865,11,9,2,6,0,0,0,0,2179,60,38
34,2,229731,11,9,3,7,1,0,1,0,0,35,7
18,2,276540,2,8,4,11,3,1,1,0,0,15,38
24,2,151443,11,9,4,6,2,1,1,0,0,30,38
38,2,188503,15,10,4,0,4,0,1,6497,0,35,38
44,2,230684,11,9,2,13,0,0,0,0,0,45,38
24,2,206008,7,12,4,9,3,1,0,0,0,20,38
17,2,219199,0,6,4,7,3,1,0,0,0,15,38
37,1,244341,15,10,4,0,4,1,1,0,0,40,38
24,2,176389,11,9,2,2,0,0,0,0,0,40,38
50,4,175456,11,9,2,4,0,0,0,0,0,50,38
36,2,288049,11,9,2,3,0,0,0,0,0,45,38
71,2,212806,11,9,2,11,0,0,0,0,0,36,38
35,2,199288,1,7,5,13,1,0,0,0,0,90,38
44,2,171615,11,9,2,13,0,0,0,0,0,45,38
64,4,234192,5,4,2,4,0,0,0,0,0,80,38
27,2,209085,8,11,2,9,0,0,0,0,0,44,38
25,2,150553,6,5,3,0,4,1,1,0,0,40,39
44,2,222978,11,9,0,11,1,0,1,0,1504,40,38
51,1,169182,5,4,0,7,4,0,1,0,0,40,3
29,2,208406,7,12,4,0,1,0,0,0,0,40,38
32,2,170983,11,9,4,11,1,0,0,0,0,40,38
27,2,204984,15,10,2,0,0,0,0,0,1579,40,38
27,2,152683,11,9,2,13,0,0,0,3908,0,35,38
27,2,157612,9,13,4,9,1,0,1,0,0,55,38
38,4,168826,15,10,2,2,0,0,0,0,0,35,38
24,2,197554,11,9,4,0,3,0,1,0,0,40,38
21,3,265116,15,10,4,3,1,0,0,0,0,40,38
34,2,169564,11,9,0,6,4,0,1,0,0,40,38
25,2,182656,8,11,0,0,4,0,1,0,0,40,38
22,2,237386,8,11,4,9,1,0,0,0,0,50,38
53,2,194995,4,3,2,2,0,0,0,0,0,45,21
53,2,165745,11,9,2,2,0,0,0,0,0,40,38
21,2,170800,11,9,4,11,3,0,1,0,0,30,38
49,3,235646,11,9,4,2,1,0,0,0,0,47,38
56,1,183169,12,14,6,9,1,0,1,0,0,40,38
37,2,176293,15,10,3,9,1,0,1,0,0,30,38
49,4,233059,11,9,2,2,0,0,0,0,0,60,38
39,2,248694,11,9,4,2,1,0,0,0,0,60,38
44,0,201435,8,11,2,2,0,1,0,0,0,40,38
36,2,217926,7,12,2,6,0,1,0,0,0,50,38
58,1,153914,11,9,6,0,1,0,1,0,0,30,38
36,2,181705,1,7,2,13,0,0,0,0,0,40,38
36,4,257250,8,11,2,4,0,0,0,0,0,99,38
39,2,172718,15,10,0,11,4,0,1,0,0,40,38
44,3,165815,11,9,2,13,0,0,0,0,0,96,38
37,0,194630,12,14,4,3,3,0,1,0,0,40,38
26,2,211596,11,9,0,2,1,0,0,0,0,40,38
32,2,183470,8,11,2,2,0,1,0,0,0,42,38
38,4,187346,7,12,0,7,4,0,1,0,0,20,38
34,2,263908,15,10,2,11,0,0,0,0,0,50,38
27,2,252506,15,10,0,3,3,0,1,0,0,40,38
44,4,190290,15,10,3,3,1,0,0,0,0,80,9
35,2,272338,8,11,0,9,4,0,1,0,0,40,38
43,2,185129,9,13,0,12,3,0,0,0,0,40,38
33,2,170148,11,9,0,0,4,0,1,0,0,45,38
43,2,233130,15,10,4,0,1,0,0,0,0,25,38
22,0,274103,9,13,4,9,3,0,0,0,0,10,38
53,1,188772,11,9,6,7,1,0,1,0,0,30,38
21,2,177526,15,10,4,7,3,0,0,0,0,40,38
48,2,155509,11,9,4,0,1,1,1,0,0,16,37
48,2,210369,11,9,4,2,3,0,0,0,0,40,38
29,2,206250,11,9,2,2,0,0,0,0,0,45,38
22,2,254547,15,10,4,0,2,1,1,0,0,30,22
50,2,177487,11,9,2,2,0,0,0,0,0,40,38
38,2,202937,12,14,4,3,1,0,1,0,0,40,38
53,2,263729,15,10,5,0,1,0,1,0,0,40,38
28,2,160731,11,9,2,2,0,0,0,0,0,40,30
51,2,228516,11,9,3,2,1,0,0,0,0,45,3
43,1,241528,12,14,0,9,4,0,1,0,0,40,38
83,4,213866,11,9,6,3,1,0,0,0,0,8,38
28,2,175537,15,10,5,0,4,1,1,0,0,37,38
47,4,229394,1,7,0,3,4,0,1,0,0,55,38
41,2,222142,15,10,2,2,0,0,0,3464,0,40,38
39,2,187847,15,10,4,2,1,0,0,0,0,40,38
34,1,226443,15,10,2,10,0,0,0,0,0,40,38
36,2,239409,11,9,0,4,1,0,0,0,0,50,38
21,2,200973,15,10,4,11,3,0,1,0,0,20,38
18,2,167147,2,8,4,11,3,0,0,0,0,24,38
20,2,228686,1,7,2,7,0,0,0,0,0,40,38
23,1,248344,15,10,4,7,1,1,0,0,0,30,38
43,4,152958,11,9,2,3,0,0,0,0,0,35,38
67,2,165082,11,9,4,0,1,0,1,0,0,38,38
26,2,199600,11,9,4,11,1,1,0,0,0,40,38
59,1,171328,0,6,6,7,4,1,1,0,0,30,38
45,1,175958,6,5,4,7,3,0,0,0,0,40,38
43,2,183891,11,9,0,3,4,0,1,0,0,40,38
49,4,232664,9,13,4,3,3,0,1,0,0,40,38
19,2,163885,11,9,4,6,3,0,1,0,0,40,38
38,2,170174,0,6,2,6,0,0,0,0,0,40,38
56,2,200316,15,10,2,0,0,0,0,0,0,35,38
19,2,162954,15,10,1,5,5,0,1,0,0,40,38
43,5,206927,11,9,2,9,0,0,0,0,0,40,38
65,3,150095,11,9,2,13,0,0,0,0,0,40,38
30,5,242122,11,9,5,0,4,1,1,0,0,40,38
26,0,185885,15,10,4,0,4,0,1,0,0,15,38
27,2,201872,9,13,4,3,1,0,0,0,0,40,38
29,2,267034,1,7,4,2,3,1,0,0,0,40,13
21,2,187513,8,11,4,2,4,0,0,0,0,40,38
44,1,178417,11,9,2,10,3,0,0,0,0,40,38
24,2,179423,11,9,4,0,3,0,1,0,0,40,38
34,2,183811,15,10,4,5,1,0,0,0,0,40,38
21,2,198050,11,9,4,7,1,0,1,0,0,28,38
67,2,247566,11,9,2,10,0,0,0,0,0,24,38
53,0,174040,15,10,5,2,1,1,0,0,0,40,38
19,2,289227,15,10,4,5,3,1,0,0,0,16,38
36,2,222294,9,13,4,3,1,1,1,0,0,40,38
20,2,286391,15,10,4,0,3,0,1,2176,0,20,38
34,2,175878,15,10,4,2,1,0,0,0,0,40,38
28,4,236471,11,9,2,2,0,0,0,0,0,40,38
44,2,157614,11,9,0,11,3,0,0,0,0,38,38
26,1,197897,11,9,4,0,3,1,1,0,0,20,8
55,2,194436,6,5,2,6,5,0,1,0,0,40,38
59,3,171355,12,14,0,9,4,0,0,0,0,55,38
25,2,169100,12,14,2,3,0,0,0,0,0,40,38
19,2,187570,11,9,4,2,3,0,0,0,0,20,38
23,2,214120,11,9,4,8,3,0,0,0,0,40,38
25,2,166971,11,9,2,11,0,0,0,0,0,52,38
23,2,208238,0,6,4,11,3,0,1,0,0,20,38
61,2,255978,11,9,6,11,1,0,0,0,0,50,38
41,2,204410,11,9,2,2,0,0,0,0,1485,44,38
31,2,244147,11,9,0,2,4,0,0,0,0,55,38
24,2,192812,12,14,4,9,3,0,1,0,0,40,38
32,2,207668,11,9,2,2,0,0,0,0,0,50,38
48,2,216734,15,10,0,3,1,0,1,0,0,40,38
34,2,216645,11,9,2,6,0,0,0,0,0,40,38
56,4,175964,15,10,0,7,1,0,1,0,0,40,38
28,2,184806,12,14,4,3,1,0,0,0,0,58,38
24,2,281403,11,9,4,4,3,0,0,0,0,98,38
48,2,287547,15,10,0,9,4,0,1,0,0,40,38
26,5,203279,14,15,4,9,1,1,0,2463,0,50,18
49,2,180532,12,14,3,9,1,0,0,0,0,40,38
29,2,174163,12,14,4,9,1,0,1,0,0,40,38
17,2,159299,1,7,4,7,3,0,1,0,0,20,38
41,2,216461,15,10,0,0,3,1,1,0,0,40,38
33,2,198211,11,9,2,12,0,0,0,0,0,40,38
18,2,176136,11,9,4,11,3,0,0,0,0,35,38
46,4,157117,11,9,2,13,0,0,0,0,0,40,38
40,2,171424,12,14,4,9,1,0,0,0,0,50,38
42,2,173938,11,9,5,11,3,0,1,0,0,40,38
17,2,186677,1,7,4,5,3,0,0,0,0,12,38
21,2,254904,11,9,4,2,1,0,1,0,0,30,38
31,2,169085,1,7,2,11,5,0,1,0,0,20,38
43,4,150528,11,9,2,2,0,0,0,0,0,30,38
45,2,178922,6,5,4,7,1,0,1,0,0,15,38
40,5,184018,8,11,2,6,0,0,0,0,0,38,38
21,2,202871,11,9,4,6,3,0,0,0,0,20,38
36,2,159016,11,9,2,6,0,0,0,0,0,38,38
27,4,208577,15,10,2,3,0,0,0,0,0,45,38
25,2,262656,7,12,4,11,3,0,1,0,0,40,38
36,5,235195,15,10,5,9,4,0,1,0,0,32,38
55,5,256335,9,13,0,3,4,1,0,0,0,40,38
31,2,207100,9,13,4,3,3,1,1,0,0,40,38
44,2,213416,4,3,2,6,0,0,0,0,0,40,25
30,2,203488,15,10,4,2,1,0,0,0,0,44,38
20,2,194247,11,9,4,3,1,0,0,0,0,25,38
33,2,172579,11,9,2,2,5,0,1,0,0,40,38
27,2,244751,11,9,4,0,3,1,0,0,0,40,38
28,4,264961,15,10,2,2,0,0,0,0,0,45,38
27,2,285294,7,12,4,0,2,1,1,0,0,60,38
54,2,167380,11,9,2,2,0,0,0,0,0,40,38
60,2,186446,5,4,2,6,5,0,1,0,0,40,38
28,2,266070,15,10,4,3,1,0,1,0,0,40,38
24,2,190483,11,9,4,0,3,0,1,0,0,40,38
19,2,206874,8,11,4,0,3,1,1,0,0,40,38
36,4,205607,9,13,0,9,1,1,1,0,0,40,38
38,4,180220,11,9,2,2,0,0,0,0,0,60,38
20,2,176262,7,12,4,0,3,0,1,0,0,20,38
56,0,155238,11,9,2,0,0,0,0,0,0,40,38
68,4,197015,11,9,2,4,0,0,0,0,0,45,38
58,2,241056,15,10,0,0,4,0,1,0,0,46,38
43,2,213416,15,10,2,6,0,0,0,0,0,40,25
23,2,237811,15,10,4,0,4,1,1,0,0,40,37
43,2,191196,11,9,0,7,1,0,0,0,0,40,38
30,2,269723,15,10,4,11,1,0,1,0,0,45,38
30,2,172830,12,14,4,0,1,0,1,0,0,40,38
50,1,199995,9,13,0,10,1,0,0,0,0,40,38
61,3,218009,14,15,0,9,1,0,0,0,0,35,38
23,2,159709,11,9,0,2,1,0,0,0,0,40,38
45,2,235646,15,10,4,3,1,0,0,0,0,45,38
29,1,214385,12,14,4,9,1,1,1,0,0,35,38
65,2,205309,11,9,2,4,0,0,0,0,0,24,38
47,2,238185,9,13,0,0,1,0,1,0,0,40,38
62,2,256723,15,10,0,4,1,0,0,0,0,40,38
19,2,189574,11,9,4,7,1,0,1,0,0,30,38
57,4,181031,11,9,2,4,0,0,0,0,0,60,38
40,2,174515,11,9,6,6,4,0,1,0,0,40,38
64,2,231619,11,9,2,11,5,0,1,0,0,21,38
62,4,158712,11,9,4,7,4,0,1,0,0,6,38
24,2,181557,11,9,4,5,3,1,0,0,0,40,38
26,4,202560,15,10,4,9,3,0,1,0,0,35,38
38,2,178322,11,9,2,11,0,0,0,0,0,70,38
47,4,199058,14,15,4,9,1,0,0,0,0,40,38
44,2,157765,11,9,0,6,1,0,1,0,0,40,38
53,0,225339,15,10,6,0,1,1,1,0,0,40,38
35,2,214891,11,9,2,13,0,1,0,0,0,40,5
21,2,214387,15,10,4,11,2,0,0,0,0,64,38
21,2,226145,15,10,4,5,3,0,0,0,0,30,38
38,2,161141,15,10,2,2,0,0,0,0,0,48,38
35,2,270572,9,13,0,9,1,0,1,0,0,40,38
25,2,282612,8,11,4,12,4,1,1,0,0,40,38
34,2,185216,15,10,4,0,3,0,0,0,0,40,38
29,2,251694,9,13,4,4,3,0,0,0,0,50,38
52,2,203392,15,10,2,2,0,0,0,5013,0,40,38
22,2,156822,0,6,4,11,1,0,1,0,1762,25,38
31,2,231569,9,13,4,11,1,1,1,0,0,50,38
32,2,257978,8,11,6,12,4,1,1,0,0,40,38
37,2,253006,15,10,5,11,1,0,0,0,0,45,38
33,2,239781,13,1,2,4,0,0,0,0,0,40,25
37,2,218955,11,9,2,7,0,0,0,0,0,40,38
26,1,192213,12,14,4,9,1,0,1,0,0,40,1
24,2,200089,11,9,2,7,0,0,0,0,0,40,12
49,4,166003,11,9,2,7,0,0,0,0,0,40,38
29,2,229729,11,9,4,13,1,0,0,0,0,40,38
56,1,155657,9,13,0,3,4,0,1,0,0,40,38
37,2,206699,11,9,0,12,3,0,0,0,0,45,38
20,2,163003,11,9,4,0,4,1,1,0,0,15,38
32,2,188362,15,10,4,2,1,0,0,0,0,40,38
39,2,284166,11,9,4,2,1,0,0,0,1564,50,38
25,2,176836,15,10,4,3,1,0,1,0,0,60,38
29,2,231287,15,10,0,12,4,0,0,0,0,40,38
48,4,191389,15,10,5,11,4,0,1,0,0,50,38
33,1,167474,7,12,2,0,0,0,0,0,0,40,38
29,2,247151,1,7,0,6,4,0,1,0,0,40,38
25,4,245369,11,9,5,2,3,0,0,0,0,35,38
62,2,261437,15,10,2,2,0,0,0,0,0,40,38
64,5,201293,11,9,6,0,1,0,1,0,0,38,38
34,2,225548,9,13,2,10,0,1,0,0,0,30,38
47,2,225456,11,9,4,12,2,0,0,0,0,50,38
27,2,217379,15,10,0,9,3,0,1,0,0,40,38
21,2,212407,11,9,4,6,2,0,0,0,0,40,38
30,2,160634,8,11,4,2,3,0,0,0,0,40,38
57,2,206206,1,7,2,2,0,0,0,0,0,40,38
33,0,159548,7,12,4,0,4,1,1,0,0,40,38
22,2,231053,1,7,2,6,0,0,0,0,0,70,38
35,2,171327,11,9,2,2,0,0,0,0,0,40,38
27,2,214858,9,13,4,11,3,0,0,0,0,40,38
31,2,259931,5,4,2,6,0,0,0,0,0,40,38
48,1,188741,12,14,4,9,1,0,1,0,0,50,38
50,2,197623,11,9,0,7,1,0,1,0,0,32,38
58,2,236731,3,2,2,7,0,0,0,0,0,40,4
47,3,206947,7,12,6,3,1,0,1,0,0,67,38
55,2,249072,11,9,2,13,0,0,0,0,0,60,38
57,2,188872,4,3,0,13,4,0,0,6497,0,40,38
22,2,193586,11,9,4,11,1,0,1,0,0,25,38
24,2,199915,9,13,4,11,3,0,1,0,0,35,38
50,5,211112,11,9,4,0,1,0,1,0,0,37,38
42,3,272551,9,13,0,12,1,0,1,0,1564,60,38
25,2,221078,11,9,4,11,1,0,1,0,0,35,38
25,2,231357,11,9,4,0,1,0,1,0,0,40,38
52,2,161599,11,9,2,0,2,0,1,0,0,40,38
90,1,187749,7,12,2,0,0,1,0,0,0,20,29
32,2,172402,15,10,4,0,4,1,1,0,0,40,38
45,1,185399,12,14,0,9,3,0,1,0,0,55,38
35,2,186489,6,5,2,5,0,0,0,0,0,46,38
51,5,213296,9,13,6,0,1,0,0,0,0,40,38
27,2,153078,14,15,4,9,3,1,0,0,0,40,38
31,2,176430,11,9,2,2,0,0,0,0,0,40,38
56,2,217775,11,9,0,13,1,0,0,0,0,50,38
21,2,185357,11,9,4,0,1,0,0,0,0,50,38
