age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,DiCE CF,DiCE Gower
64.0,4.0,46366.0,15.0,10.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,60.0,38.0,"['educational-num: 14.0', 'capital-gain: 40609.000']",0.336
53.0,2.0,108836.0,6.0,5.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 22606.000'],0.226
52.0,2.0,30908.0,11.0,9.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,60.0,38.0,['capital-gain: 8634.000'],0.086
71.0,2.0,29770.0,15.0,10.0,6.0,7.0,1.0,0.0,1.0,0.0,0.0,28.0,38.0,"['educational-num: 12.0', 'capital-gain: 23554.000']",0.184
23.0,2.0,133061.0,11.0,9.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,80.0,38.0,"['capital-gain: 29530.000', 'hours-per-week: -2.000']",0.158
18.0,1.0,146586.0,11.0,9.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,60.0,38.0,"['educational-num: 12.0', 'capital-gain: 23709.000']",0.219
43.0,4.0,126320.0,11.0,9.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 7756.000'],0.078
33.0,2.0,117983.0,11.0,9.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,41.0,38.0,"['capital-gain: 16179.000', 'hours-per-week: -6.000']",0.112
39.0,2.0,106838.0,15.0,10.0,2.0,11.0,0.0,0.0,0.0,4386.0,0.0,45.0,38.0,['capital-gain: 31501.000'],0.315
24.0,2.0,109307.0,11.0,9.0,4.0,11.0,3.0,0.0,0.0,0.0,0.0,45.0,38.0,"['capital-gain: 31814.000', 'hours-per-week: -22.000']",0.271
26.0,2.0,71009.0,9.0,13.0,4.0,9.0,1.0,1.0,1.0,0.0,0.0,40.0,29.0,"['capital-gain: 21908.000', 'hours-per-week: 13.000']",0.176
54.0,2.0,38795.0,6.0,5.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 8925.000'],0.089
25.0,2.0,105930.0,11.0,9.0,4.0,7.0,3.0,0.0,1.0,0.0,0.0,40.0,38.0,['capital-gain: 39171.000'],0.392
65.0,3.0,81413.0,11.0,9.0,2.0,4.0,0.0,0.0,0.0,0.0,2352.0,65.0,38.0,"['educational-num: 10.0', 'capital-gain: 20990.000']",0.138
48.0,2.0,69586.0,15.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 9945.000'],0.099
62.0,2.0,143312.0,15.0,10.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,60.0,38.0,"['capital-gain: 65493.000', 'hours-per-week: -25.000']",0.455
47.0,2.0,26950.0,12.0,14.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,6.0,38.0,"['educational-num: 15.0', 'capital-gain: 74281.000']",0.405
39.0,2.0,106183.0,11.0,9.0,0.0,7.0,4.0,1.0,1.0,6849.0,0.0,40.0,38.0,"['educational-num: 13.0', 'capital-gain: 21284.000']",0.24
47.0,1.0,122206.0,11.0,9.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,20.0,38.0,"['capital-gain: 26734.000', 'hours-per-week: 35.000']",0.312
54.0,2.0,111469.0,15.0,10.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 25810.000', 'hours-per-week: 29.000']",0.277
49.0,4.0,34845.0,8.0,11.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,48.0,38.0,['capital-gain: 21486.000'],0.215
27.0,2.0,55390.0,15.0,10.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,45.0,38.0,['capital-gain: 11722.000'],0.117
26.0,2.0,37202.0,9.0,13.0,4.0,9.0,1.0,0.0,1.0,0.0,0.0,45.0,38.0,"['educational-num: 12.0', 'capital-gain: 40581.000']",0.236
41.0,2.0,49797.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 14.0', 'hours-per-week: -4.000']",0.187
36.0,2.0,130808.0,15.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 32925.000', 'hours-per-week: 16.000']",0.246
23.0,2.0,84726.0,7.0,12.0,2.0,4.0,5.0,0.0,1.0,0.0,0.0,45.0,10.0,['capital-gain: 7285.000'],0.073
25.0,2.0,106889.0,11.0,9.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,30.0,38.0,"['capital-gain: 59343.000', 'hours-per-week: -7.000']",0.332
29.0,2.0,71067.0,14.0,15.0,4.0,9.0,1.0,0.0,1.0,0.0,0.0,55.0,38.0,['capital-gain: 16293.000'],0.163
33.0,2.0,38848.0,9.0,13.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 12.0', 'capital-gain: 61725.000']",0.342
31.0,2.0,102884.0,11.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,"['educational-num: 12.0', 'capital-gain: 16046.000']",0.18
53.0,2.0,90624.0,1.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 8675.000'],0.087
55.0,2.0,104996.0,5.0,4.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,['capital-gain: 36855.000'],0.369
57.0,3.0,101338.0,9.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,38.0,['hours-per-week: 15.000'],0.153
21.0,1.0,129050.0,15.0,10.0,4.0,9.0,3.0,0.0,1.0,0.0,0.0,35.0,38.0,['capital-gain: 26823.000'],0.268
32.0,2.0,126173.0,11.0,9.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 8.0', 'capital-gain: 31961.000']",0.193
31.0,4.0,24504.0,11.0,9.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,50.0,38.0,"['educational-num: 5.0', 'capital-gain: 9019.000']",0.178
39.0,1.0,134367.0,11.0,9.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,35.0,38.0,['capital-gain: 9814.000'],0.098
59.0,2.0,113838.0,11.0,9.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,['capital-gain: 38715.000'],0.387
38.0,1.0,68781.0,15.0,10.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 22318.000'],0.223
47.0,2.0,115613.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,"['educational-num: 13.0', 'capital-gain: 35580.000']",0.311
40.0,2.0,125461.0,11.0,9.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 15.0', 'hours-per-week: -3.000']",0.215
24.0,2.0,88126.0,11.0,9.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 9722.000'],0.097
38.0,3.0,85566.0,15.0,10.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,65.0,38.0,"['educational-num: 7.0', 'capital-gain: 56602.000']",0.383
40.0,2.0,110028.0,15.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 22355.000'],0.224
31.0,2.0,49325.0,11.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 14.0', 'capital-gain: 12159.000']",0.227
50.0,2.0,104729.0,11.0,9.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,48.0,38.0,['capital-gain: 15760.000'],0.158
47.0,1.0,109705.0,11.0,9.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['educational-num: 7.0', 'capital-gain: 22004.000']",0.177
57.0,2.0,121821.0,3.0,2.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,40.0,5.0,['capital-gain: 27701.000'],0.277
28.0,2.0,138976.0,11.0,9.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,48.0,38.0,"['capital-gain: 11792.000', 'hours-per-week: 50.000']",0.314
40.0,2.0,83411.0,15.0,10.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,37.0,38.0,['capital-gain: 21855.000'],0.219
21.0,5.0,24008.0,15.0,10.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,35.0,38.0,"['capital-gain: 20146.000', 'hours-per-week: 13.000']",0.167
50.0,2.0,142073.0,11.0,9.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,55.0,38.0,"['capital-gain: 73771.000', 'hours-per-week: -27.000']",0.507
90.0,2.0,47929.0,11.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 3.0', 'capital-gain: 17076.000']",0.285
61.0,4.0,92178.0,1.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 6027.000', 'hours-per-week: 15.000']",0.107
33.0,1.0,34080.0,15.0,10.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 26867.000'],0.269
48.0,5.0,120131.0,9.0,13.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 8.0', 'capital-gain: 65116.000']",0.492
29.0,4.0,70604.0,11.0,9.0,2.0,4.0,0.0,0.0,0.0,3464.0,0.0,40.0,38.0,"['educational-num: 7.0', 'capital-gain: 14290.000']",0.138
33.0,2.0,107142.0,2.0,8.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 76311.000', 'hours-per-week: 6.000']",0.412
34.0,2.0,113708.0,2.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,59.0,38.0,"['capital-gain: 53694.000', 'hours-per-week: 35.000']",0.447
27.0,2.0,129528.0,15.0,10.0,4.0,11.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 12656.000', 'hours-per-week: 8.000']",0.104
23.0,5.0,93076.0,11.0,9.0,4.0,7.0,3.0,1.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 5.0', 'capital-gain: 41709.000']",0.342
19.0,2.0,60661.0,11.0,9.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,52.0,38.0,"['educational-num: 15.0', 'capital-gain: 44606.000']",0.423
35.0,2.0,114765.0,9.0,13.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 93975.000', 'hours-per-week: -18.000']",0.562
42.0,2.0,76280.0,11.0,9.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,40.0,38.0,['capital-gain: 23122.000'],0.231
37.0,2.0,92028.0,9.0,13.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,45.0,38.0,['capital-gain: 31955.000'],0.32
57.0,2.0,111553.0,6.0,5.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,"['educational-num: 2.0', 'capital-gain: 15339.000']",0.177
25.0,2.0,108658.0,11.0,9.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,45.0,38.0,['capital-gain: 37408.000'],0.374
23.0,2.0,95989.0,15.0,10.0,4.0,7.0,3.0,0.0,1.0,0.0,0.0,30.0,38.0,['capital-gain: 34347.000'],0.343
35.0,2.0,148581.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,1740.0,40.0,38.0,"['educational-num: 7.0', 'capital-gain: 20957.000']",0.171
46.0,0.0,44706.0,9.0,13.0,0.0,9.0,4.0,0.0,1.0,0.0,0.0,50.0,38.0,"['capital-gain: 54942.000', 'hours-per-week: -8.000']",0.316
21.0,2.0,67244.0,11.0,9.0,4.0,11.0,4.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 19089.000', 'hours-per-week: 35.000']",0.274
24.0,1.0,84257.0,9.0,13.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,50.0,38.0,['capital-gain: 45221.000'],0.452
28.0,2.0,107411.0,11.0,9.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,45.0,38.0,['capital-gain: 16653.000'],0.167
56.0,2.0,136472.0,5.0,4.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,48.0,38.0,"['capital-gain: 62883.000', 'hours-per-week: 7.000']",0.35
17.0,2.0,95909.0,1.0,7.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,12.0,38.0,"['capital-gain: 28421.000', 'hours-per-week: 39.000']",0.341
18.0,2.0,27620.0,11.0,9.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,38.0,"['capital-gain: 8891.000', 'hours-per-week: -21.000']",0.152
23.0,2.0,65481.0,11.0,9.0,2.0,6.0,5.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 29083.000', 'hours-per-week: -12.000']",0.207
23.0,2.0,45834.0,9.0,13.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,50.0,38.0,['capital-gain: 11906.000'],0.119
37.0,2.0,95855.0,11.0,9.0,0.0,10.0,4.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 78827.000', 'hours-per-week: -2.000']",0.404
52.0,2.0,117496.0,9.0,13.0,0.0,9.0,4.0,0.0,1.0,0.0,1755.0,40.0,38.0,"['capital-gain: 85345.000', 'hours-per-week: 48.000']",0.672
36.0,2.0,126675.0,9.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,38.0,"['capital-gain: 57110.000', 'hours-per-week: 8.000']",0.326
20.0,2.0,120046.0,15.0,10.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,38.0,['capital-gain: 20516.000'],0.205
18.0,2.0,115630.0,1.0,7.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,20.0,38.0,"['capital-gain: 24092.000', 'hours-per-week: 29.000']",0.268
34.0,2.0,105493.0,12.0,14.0,0.0,9.0,4.0,0.0,1.0,0.0,0.0,40.0,38.0,"['educational-num: 15.0', 'capital-gain: 72255.000']",0.395
64.0,4.0,30664.0,8.0,11.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,38.0,['capital-gain: 7659.000'],0.077
25.0,2.0,60358.0,11.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,45.0,38.0,['capital-gain: 14915.000'],0.149
26.0,2.0,37898.0,8.0,11.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,65.0,38.0,"['educational-num: 12.0', 'capital-gain: 73391.000']",0.4
53.0,2.0,23686.0,9.0,13.0,0.0,3.0,1.0,0.0,1.0,0.0,1741.0,40.0,38.0,"['educational-num: 8.0', 'capital-gain: 7913.000']",0.206
46.0,1.0,102308.0,11.0,9.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 37546.000'],0.375
32.0,1.0,110100.0,8.0,11.0,0.0,9.0,4.0,1.0,1.0,0.0,0.0,40.0,38.0,['capital-gain: 19769.000'],0.198
27.0,2.0,122913.0,5.0,4.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 18077.000'],0.181
33.0,2.0,126950.0,11.0,9.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,60.0,38.0,['capital-gain: 24649.000'],0.246
24.0,2.0,114292.0,15.0,10.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 11.0', 'capital-gain: 46603.000']",0.266
38.0,2.0,33394.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,38.0,['capital-gain: 15593.000'],0.156
37.0,2.0,88215.0,12.0,14.0,4.0,9.0,1.0,1.0,1.0,0.0,0.0,40.0,2.0,"['educational-num: 6.0', 'capital-gain: 10891.000']",0.321
58.0,2.0,105060.0,15.0,10.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,37.0,38.0,['capital-gain: 11575.000'],0.116
44.0,4.0,138975.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,55.0,38.0,"['educational-num: 6.0', 'capital-gain: 11554.000']",0.158
51.0,3.0,126850.0,11.0,9.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,65.0,38.0,"['educational-num: 12.0', 'capital-gain: 22771.000']",0.214
29.0,4.0,132686.0,14.0,15.0,4.0,9.0,3.0,0.0,0.0,0.0,0.0,50.0,21.0,['capital-gain: 15502.000'],0.155
36.0,2.0,128392.0,9.0,13.0,0.0,3.0,1.0,0.0,0.0,4787.0,0.0,40.0,38.0,"['educational-num: 9.0', 'capital-gain: 5376.000']",0.16
55.0,2.0,106498.0,0.0,6.0,6.0,13.0,1.0,1.0,1.0,0.0,0.0,35.0,38.0,"['capital-gain: 24770.000', 'hours-per-week: 32.000']",0.287
17.0,2.0,60562.0,6.0,5.0,4.0,7.0,3.0,0.0,1.0,0.0,0.0,20.0,38.0,"['capital-gain: 17957.000', 'hours-per-week: 50.000']",0.345
48.0,2.0,142909.0,11.0,9.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 16.0', 'capital-gain: 612.000']",0.236
20.0,2.0,79691.0,11.0,9.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 7.0', 'capital-gain: 15294.000']",0.143
29.0,2.0,146014.0,11.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,50.0,38.0,"['educational-num: 7.0', 'capital-gain: 23827.000']",0.186
48.0,2.0,80430.0,1.0,7.0,4.0,7.0,1.0,0.0,1.0,0.0,0.0,30.0,38.0,"['educational-num: 5.0', 'capital-gain: 8928.000']",0.111
20.0,5.0,68358.0,15.0,10.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,10.0,38.0,"['capital-gain: 32261.000', 'hours-per-week: 26.000']",0.294
47.0,2.0,140664.0,9.0,13.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,45.0,38.0,"['educational-num: 7.0', 'capital-gain: 37889.000']",0.389
32.0,2.0,29144.0,9.0,13.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,35.0,38.0,"['capital-gain: 13210.000', 'hours-per-week: 3.000']",0.081
