age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,DiCE CF,DiCE Gower
27.0,2.0,660870.0,9.0,13.0,4.0,9.0,1.0,0.0,1.0,0.0,0.0,60.0,38.0,['capital-gain: 9401.000'],0.094
44.0,5.0,296326.0,9.0,13.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 23434.000', 'hours-per-week: -14.000']",0.189
32.0,4.0,337696.0,15.0,10.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,"['capital-gain: 47653.000', 'hours-per-week: 2.000']",0.248
26.0,2.0,337940.0,4.0,3.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,40.0,25.0,['capital-gain: 9066.000'],0.091
18.0,4.0,454950.0,15.0,10.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,40.0,38.0,"['educational-num: 13.0', 'capital-gain: 29739.000']",0.249
31.0,2.0,433788.0,15.0,10.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 14.0', 'capital-gain: 22251.000']",0.245
42.0,2.0,297335.0,7.0,12.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,31.0,24.0,"['capital-gain: 14895.000', 'hours-per-week: 25.000']",0.202
17.0,2.0,313444.0,2.0,8.0,4.0,11.0,3.0,0.0,1.0,0.0,0.0,20.0,38.0,"['capital-gain: 12547.000', 'hours-per-week: 26.000']",0.195
28.0,2.0,410351.0,15.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,30.0,38.0,['capital-gain: 35824.000'],0.358
20.0,2.0,303565.0,15.0,10.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,40.0,10.0,['capital-gain: 19311.000'],0.193
22.0,2.0,362589.0,7.0,12.0,4.0,11.0,1.0,0.0,1.0,0.0,0.0,15.0,38.0,"['educational-num: 5.0', 'capital-gain: 7800.000']",0.272
38.0,2.0,299810.0,11.0,9.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 12.0', 'capital-gain: 9794.000']",0.149
47.0,1.0,336274.0,11.0,9.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['educational-num: 8.0', 'capital-gain: 31857.000']",0.193
43.0,2.0,373403.0,8.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 20077.000'],0.201
20.0,2.0,291407.0,1.0,7.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 4.0', 'capital-gain: 23788.000']",0.219
52.0,2.0,416129.0,13.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,40.0,7.0,"['educational-num: 6.0', 'capital-gain: 26030.000']",0.297
21.0,2.0,348092.0,11.0,9.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,40.0,13.0,"['educational-num: 6.0', 'capital-gain: 47173.000']",0.336
23.0,2.0,408988.0,15.0,10.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,38.0,38.0,['capital-gain: 22498.000'],0.225
23.0,2.0,343019.0,0.0,6.0,4.0,7.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 45806.000', 'hours-per-week: 11.000']",0.285
23.0,2.0,359759.0,11.0,9.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,40.0,29.0,['capital-gain: 37782.000'],0.378
36.0,1.0,382635.0,9.0,13.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,35.0,15.0,['capital-gain: 33455.000'],0.335
34.0,2.0,344073.0,11.0,9.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 23596.000', 'hours-per-week: 9.000']",0.164
24.0,2.0,303296.0,15.0,10.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,40.0,24.0,['capital-gain: 35241.000'],0.352
61.0,2.0,477209.0,5.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,54.0,38.0,['capital-gain: 12367.000'],0.124
33.0,1.0,557359.0,11.0,9.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 7.0', 'capital-gain: 5314.000']",0.093
36.0,2.0,301227.0,4.0,3.0,5.0,8.0,4.0,1.0,1.0,0.0,0.0,35.0,25.0,"['capital-gain: 14927.000', 'hours-per-week: 50.000']",0.33
17.0,2.0,413557.0,1.0,7.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,32.0,38.0,"['educational-num: 14.0', 'capital-gain: 34814.000']",0.407
21.0,2.0,301199.0,15.0,10.0,4.0,6.0,3.0,0.0,1.0,0.0,0.0,40.0,38.0,['capital-gain: 13515.000'],0.135
28.0,2.0,451742.0,11.0,9.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,['capital-gain: 19287.000'],0.193
20.0,1.0,312427.0,11.0,9.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,30.0,32.0,['capital-gain: 15003.000'],0.15
23.0,2.0,345577.0,9.0,13.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,46.0,38.0,['capital-gain: 19999.000'],0.2
36.0,2.0,473547.0,11.0,9.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,30.0,38.0,['capital-gain: 21803.000'],0.218
29.0,2.0,337953.0,11.0,9.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 21792.000'],0.218
18.0,2.0,391585.0,11.0,9.0,4.0,6.0,2.0,0.0,1.0,0.0,0.0,40.0,38.0,['capital-gain: 15716.000'],0.157
57.0,2.0,329792.0,5.0,4.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,75.0,38.0,"['educational-num: 7.0', 'capital-gain: 10681.000']",0.153
36.0,2.0,389725.0,15.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,38.0,"['educational-num: 13.0', 'capital-gain: 23461.000']",0.217
24.0,2.0,314165.0,15.0,10.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,20.0,38.0,"['capital-gain: 23401.000', 'hours-per-week: 14.000']",0.188
59.0,2.0,656036.0,9.0,13.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,60.0,38.0,['capital-gain: 18417.000'],0.184
22.0,2.0,369084.0,15.0,10.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 8.0', 'capital-gain: 43024.000']",0.282
29.0,2.0,425830.0,7.0,12.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 13469.000'],0.135
29.0,2.0,340534.0,11.0,9.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,44.0,38.0,['capital-gain: 21564.000'],0.216
37.0,2.0,295127.0,15.0,10.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,47.0,38.0,"['capital-gain: 70392.000', 'hours-per-week: 29.000']",0.5
74.0,4.0,392886.0,11.0,9.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,14.0,38.0,['capital-gain: 51455.000'],0.515
28.0,2.0,480861.0,11.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,45.0,38.0,"['educational-num: 12.0', 'capital-gain: 12297.000']",0.161
50.0,2.0,330543.0,13.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,40.0,25.0,['capital-gain: 45276.000'],0.453
32.0,5.0,317647.0,11.0,9.0,4.0,13.0,3.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 13452.000'],0.135
24.0,2.0,461678.0,15.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,['capital-gain: 24721.000'],0.247
42.0,2.0,318255.0,11.0,9.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,40.0,38.0,['capital-gain: 24505.000'],0.245
25.0,2.0,405281.0,15.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 9.0', 'capital-gain: 68286.000']",0.375
47.0,2.0,431245.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 20449.000'],0.204
38.0,4.0,344480.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,4064.0,0.0,40.0,38.0,['capital-gain: 23157.000'],0.232
22.0,2.0,369549.0,15.0,10.0,4.0,7.0,1.0,1.0,1.0,0.0,0.0,30.0,38.0,['capital-gain: 12854.000'],0.129
21.0,2.0,321426.0,15.0,10.0,4.0,11.0,4.0,0.0,1.0,0.0,0.0,49.0,38.0,"['capital-gain: 17391.000', 'hours-per-week: -43.000']",0.306
29.0,1.0,302422.0,8.0,11.0,4.0,10.0,1.0,0.0,0.0,0.0,1564.0,56.0,38.0,"['capital-gain: 27043.000', 'hours-per-week: 22.000']",0.247
38.0,5.0,364958.0,11.0,9.0,2.0,0.0,0.0,0.0,0.0,3464.0,0.0,40.0,38.0,['capital-gain: 3454.000'],0.035
58.0,2.0,314153.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 11.0', 'capital-gain: 9930.000']",0.116
38.0,2.0,391040.0,8.0,11.0,5.0,12.0,4.0,0.0,1.0,0.0,0.0,20.0,38.0,['capital-gain: 16851.000'],0.169
53.0,1.0,324021.0,15.0,10.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['educational-num: 6.0', 'capital-gain: 15968.000']",0.213
29.0,2.0,334096.0,11.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,25.0,38.0,['capital-gain: 15911.000'],0.159
38.0,2.0,435638.0,15.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0,1876.0,40.0,38.0,['capital-gain: 7675.000'],0.077
52.0,2.0,312446.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 28698.000', 'hours-per-week: 5.000']",0.169
53.0,2.0,361405.0,11.0,9.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 29901.000'],0.299
37.0,2.0,359796.0,15.0,10.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 6.0', 'capital-gain: 33536.000']",0.301
32.0,2.0,303942.0,11.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 8631.000'],0.086
26.0,2.0,389856.0,11.0,9.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 13723.000', 'hours-per-week: -2.000']",0.079
30.0,1.0,346122.0,7.0,12.0,2.0,10.0,0.0,0.0,0.0,5013.0,0.0,45.0,38.0,"['educational-num: 16.0', 'capital-gain: 28178.000']",0.274
38.0,1.0,329980.0,11.0,9.0,4.0,2.0,1.0,0.0,0.0,0.0,1876.0,40.0,1.0,"['educational-num: 11.0', 'capital-gain: 47792.000']",0.306
30.0,2.0,415266.0,11.0,9.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 24649.000', 'hours-per-week: -1.000']",0.128
23.0,2.0,329174.0,11.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 24702.000'],0.247
22.0,2.0,361608.0,11.0,9.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 72030.000', 'hours-per-week: 3.000']",0.375
34.0,2.0,421200.0,11.0,9.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 69559.000', 'hours-per-week: 2.000']",0.358
90.0,2.0,313749.0,9.0,13.0,4.0,9.0,3.0,0.0,1.0,0.0,0.0,10.0,38.0,['capital-gain: 33094.000'],0.331
31.0,2.0,295922.0,15.0,10.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 9924.000'],0.099
24.0,2.0,396099.0,15.0,10.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 18209.000', 'hours-per-week: -19.000']",0.188
24.0,2.0,295073.0,11.0,9.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,50.0,38.0,"['capital-gain: 66924.000', 'hours-per-week: 20.000']",0.437
40.0,4.0,814850.0,6.0,5.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,20.0,38.0,"['educational-num: 6.0', 'capital-gain: 11785.000']",0.092
21.0,2.0,654141.0,11.0,9.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,32.0,38.0,['capital-gain: 29718.000'],0.297
52.0,2.0,374883.0,8.0,11.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,50.0,38.0,"['capital-gain: 26377.000', 'hours-per-week: 41.000']",0.341
30.0,2.0,339773.0,11.0,9.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,45.0,38.0,"['educational-num: 13.0', 'capital-gain: 30886.000']",0.288
47.0,2.0,365516.0,12.0,14.0,0.0,9.0,4.0,0.0,1.0,0.0,0.0,40.0,38.0,"['educational-num: 11.0', 'capital-gain: 56530.000']",0.383
50.0,2.0,421132.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 16.0', 'hours-per-week: 6.000']",0.264
58.0,2.0,407138.0,5.0,4.0,2.0,6.0,0.0,0.0,0.0,2936.0,0.0,50.0,25.0,['capital-gain: 28079.000'],0.281
73.0,2.0,573446.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,38.0,"['capital-gain: 19348.000', 'hours-per-week: -8.000']",0.138
25.0,1.0,348986.0,11.0,9.0,4.0,5.0,2.0,1.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 10.0', 'capital-gain: 46880.000']",0.268
17.0,2.0,321880.0,0.0,6.0,4.0,7.0,3.0,1.0,0.0,0.0,0.0,15.0,38.0,"['capital-gain: 10205.000', 'hours-per-week: 52.000']",0.316
19.0,2.0,389942.0,11.0,9.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 16.0', 'capital-gain: 37111.000']",0.419
26.0,3.0,384276.0,15.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,60.0,38.0,"['capital-gain: 47867.000', 'hours-per-week: -24.000']",0.362
72.0,4.0,298945.0,9.0,13.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 16710.000'],0.167
42.0,2.0,478373.0,7.0,12.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 51334.000', 'hours-per-week: 39.000']",0.456
23.0,2.0,406641.0,15.0,10.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,18.0,38.0,['capital-gain: 10441.000'],0.104
40.0,0.0,346532.0,15.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 15.0', 'hours-per-week: -8.000']",0.207
35.0,2.0,397307.0,12.0,14.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,55.0,38.0,['capital-gain: 26256.000'],0.263
58.0,2.0,293399.0,1.0,7.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 59349.000', 'hours-per-week: -29.000']",0.445
35.0,2.0,393673.0,15.0,10.0,4.0,12.0,2.0,0.0,1.0,0.0,0.0,40.0,38.0,['capital-gain: 46684.000'],0.467
33.0,2.0,547886.0,9.0,13.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0,40.0,38.0,"['educational-num: 12.0', 'capital-gain: 20240.000']",0.135
38.0,4.0,423616.0,11.0,9.0,2.0,11.0,5.0,0.0,1.0,0.0,0.0,24.0,38.0,"['capital-gain: 32054.000', 'hours-per-week: -6.000']",0.191
31.0,2.0,348491.0,9.0,13.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,40.0,38.0,['capital-gain: 9511.000'],0.095
43.0,2.0,412379.0,15.0,10.0,4.0,7.0,4.0,0.0,1.0,0.0,0.0,28.0,38.0,['capital-gain: 12455.000'],0.125
38.0,2.0,357173.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 55571.000', 'hours-per-week: 17.000']",0.365
40.0,2.0,382499.0,11.0,9.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,50.0,38.0,"['capital-gain: 45984.000', 'hours-per-week: -9.000']",0.276
57.0,2.0,322691.0,8.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 5478.000'],0.055
30.0,2.0,633742.0,15.0,10.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,45.0,38.0,"['educational-num: 11.0', 'capital-gain: 31669.000']",0.192
31.0,2.0,397467.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 14.0', 'capital-gain: 5203.000']",0.193
42.0,2.0,360879.0,15.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 28849.000'],0.288
39.0,2.0,352188.0,9.0,13.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 55891.000', 'hours-per-week: 10.000']",0.33
21.0,2.0,447488.0,4.0,3.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,38.0,25.0,"['educational-num: 4.0', 'capital-gain: 88339.000']",0.475
29.0,2.0,308944.0,11.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 11464.000'],0.115
27.0,2.0,302422.0,15.0,10.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 27303.000', 'hours-per-week: 17.000']",0.223
37.0,4.0,377798.0,15.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,50.0,38.0,['capital-gain: 8726.000'],0.087
30.0,2.0,399522.0,1.0,7.0,3.0,5.0,4.0,0.0,1.0,0.0,0.0,40.0,38.0,['capital-gain: 10722.000'],0.107
44.0,2.0,344920.0,9.0,13.0,4.0,0.0,1.0,0.0,1.0,0.0,1617.0,20.0,38.0,['capital-gain: 27701.000'],0.277
34.0,2.0,443546.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 22995.000', 'hours-per-week: -16.000']",0.197
38.0,2.0,363395.0,15.0,10.0,4.0,11.0,4.0,1.0,1.0,0.0,0.0,40.0,38.0,"['educational-num: 13.0', 'capital-gain: 31374.000']",0.257
25.0,2.0,410009.0,15.0,10.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,40.0,38.0,"['capital-gain: 18844.000', 'hours-per-week: 6.000']",0.125
53.0,2.0,309466.0,11.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 49138.000', 'hours-per-week: -10.000']",0.297
55.0,2.0,353881.0,5.0,4.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,['capital-gain: 5803.000'],0.058
26.0,4.0,334267.0,15.0,10.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 8053.000', 'hours-per-week: 11.000']",0.096
51.0,0.0,321494.0,11.0,9.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 33673.000'],0.337
25.0,2.0,297154.0,11.0,9.0,2.0,5.0,0.0,0.0,0.0,2407.0,0.0,40.0,38.0,"['capital-gain: 9554.000', 'hours-per-week: -12.000']",0.109
35.0,2.0,350169.0,11.0,9.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,38.0,23.0,"['capital-gain: 68607.000', 'hours-per-week: 43.000']",0.562
42.0,4.0,373403.0,11.0,9.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,"['capital-gain: 7693.000', 'hours-per-week: 20.000']",0.141
42.0,2.0,445382.0,7.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 13835.000', 'hours-per-week: 40.000']",0.273
55.0,2.0,327406.0,15.0,10.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,65.0,38.0,"['educational-num: 8.0', 'capital-gain: 12381.000']",0.129
37.0,2.0,635913.0,9.0,13.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,60.0,38.0,['capital-gain: 16017.000'],0.16
43.0,2.0,328570.0,15.0,10.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,38.0,38.0,"['capital-gain: 8779.000', 'hours-per-week: -35.000']",0.222
29.0,2.0,301031.0,11.0,9.0,2.0,13.0,0.0,1.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 37117.000', 'hours-per-week: 7.000']",0.221
18.0,2.0,324011.0,6.0,5.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,20.0,38.0,"['capital-gain: 48211.000', 'hours-per-week: 35.000']",0.42
36.0,2.0,355053.0,11.0,9.0,5.0,7.0,4.0,1.0,1.0,0.0,0.0,28.0,38.0,['capital-gain: 14006.000'],0.14
20.0,2.0,353696.0,15.0,10.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0,38.0,['capital-gain: 21256.000'],0.213
19.0,2.0,456736.0,15.0,10.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,35.0,38.0,"['capital-gain: 49773.000', 'hours-per-week: 17.000']",0.336
43.0,2.0,342567.0,9.0,13.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,40.0,38.0,['capital-gain: 30223.000'],0.302
19.0,2.0,304643.0,15.0,10.0,4.0,11.0,3.0,0.0,0.0,0.0,0.0,20.0,38.0,['capital-gain: 9112.000'],0.091
27.0,5.0,315640.0,12.0,14.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,20.0,2.0,"['educational-num: 5.0', 'capital-gain: 19650.000']",0.398
37.0,2.0,910398.0,9.0,13.0,4.0,11.0,1.0,1.0,1.0,0.0,0.0,40.0,38.0,['capital-gain: 28670.000'],0.287
37.0,2.0,393360.0,15.0,10.0,4.0,10.0,3.0,1.0,0.0,0.0,0.0,30.0,38.0,"['capital-gain: 81471.000', 'hours-per-week: 29.000']",0.555
24.0,2.0,349691.0,15.0,10.0,4.0,11.0,2.0,1.0,1.0,0.0,0.0,40.0,38.0,['capital-gain: 26080.000'],0.261
23.0,2.0,376416.0,9.0,13.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 34554.000'],0.346
28.0,2.0,308709.0,9.0,13.0,4.0,11.0,1.0,0.0,1.0,0.0,0.0,48.0,38.0,['capital-gain: 7264.000'],0.073
44.0,2.0,408717.0,11.0,9.0,0.0,11.0,1.0,0.0,0.0,3674.0,0.0,50.0,38.0,['capital-gain: 35229.000'],0.352
32.0,2.0,352089.0,11.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38.0,38.0,['capital-gain: 24979.000'],0.25
32.0,2.0,329993.0,15.0,10.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,"['capital-gain: 45311.000', 'hours-per-week: -21.000']",0.334
35.0,1.0,668319.0,9.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0,1740.0,80.0,38.0,['capital-gain: 12019.000'],0.12
40.0,2.0,379917.0,8.0,11.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,32.0,38.0,['capital-gain: 10310.000'],0.103
32.0,2.0,309513.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,['capital-gain: 32902.000'],0.329
21.0,2.0,442131.0,11.0,9.0,4.0,5.0,3.0,0.0,1.0,0.0,0.0,40.0,38.0,['capital-gain: 28035.000'],0.28
24.0,2.0,315476.0,7.0,12.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 21109.000'],0.211
34.0,2.0,684015.0,4.0,3.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,40.0,7.0,['capital-gain: 12833.000'],0.128
31.0,5.0,1033222.0,15.0,10.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 16.0', 'capital-gain: 233.000']",0.201
46.0,4.0,317253.0,11.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,38.0,['capital-gain: 6478.000'],0.065
64.0,2.0,387669.0,3.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 3.0', 'capital-gain: 46781.000']",0.267
22.0,2.0,385540.0,0.0,6.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,40.0,25.0,"['capital-gain: 45691.000', 'hours-per-week: 36.000']",0.412
47.0,1.0,330080.0,1.0,7.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 37495.000'],0.375
38.0,2.0,383239.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,3103.0,0.0,40.0,38.0,"['educational-num: 14.0', 'capital-gain: 2336.000']",0.278
34.0,1.0,454076.0,8.0,11.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,"['educational-num: 16.0', 'capital-gain: 12820.000']",0.231
32.0,2.0,340917.0,11.0,9.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 31794.000'],0.318
23.0,2.0,434894.0,11.0,9.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,40.0,38.0,['capital-gain: 7108.000'],0.071
29.0,2.0,485944.0,9.0,13.0,4.0,11.0,3.0,1.0,0.0,0.0,0.0,40.0,38.0,"['capital-gain: 15378.000', 'hours-per-week: 26.000']",0.21
